# Verified source-limit exceptions after recovery pass; no image has been upscaled.
# q source: /tmp/q-second-pass-report.json; home source: /tmp/chezakvest-home-image-repair-report.json
scope,status,asset_or_group,routes,local_or_source_size,max_rendered_or_context,required_2x,verified_source,reason
"q","source-not-larger","/assets/q/dcaea49c7e.webp","/","1010x375","1010x375","2020x750","https://static.tildacdn.com/tild3030-3032-4366-b139-373938643134/_005.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/dd944fd1c0.webp","/new-year-2025/","600x433","373x249","746x498","https://static.tildacdn.com/tild6137-3530-4739-b835-346636653436/VR2.jpg","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/df78826d3a.webp","/kids/ /prazdniki-pod-kluch/ /vypusknoj-kalmar/","465x465","274x274","548x548","https://static.tildacdn.com/tild3635-3962-4134-b738-353735346234/noroot.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e08583c1b7.webp","/kvest_v_realnosti_noch_v_museum_ograblenie/","1200x806","1200x550","2400x1100","https://static.tildacdn.com/tild3031-3364-4563-a332-386561363965/zakrytaya_zona_ne_po.jpg","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e284a95388.webp","/party-games/","901x660","1200x550","2400x1100","https://static.tildacdn.com/tild3165-3330-4535-b635-346334383462/_Party_Games.jpg","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e2ba648872.webp","/kids/ /prazdniki-pod-kluch/ /vypusknoj-kalmar/","469x469","274x274","548x548","https://static.tildacdn.com/tild3834-3730-4065-b561-363835313731/noroot.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e450d8e388.webp","/prazdniki-pod-kluch/","1600x900","275x367","550x734","https://static.tildacdn.com/tild6532-3566-4561-b639-346162366165/Frame_8-2.jpg","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e49e00f181.webp","/vypusknoj-kalmar/","1600x685","1200x550","2400x1100","https://static.tildacdn.com/tild3130-3432-4231-a166-333333343932/__.jpg","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e6341565de.webp","/new-year-2025/","260x261","274x274","548x548","https://static.tildacdn.com/tild3437-3438-4735-a337-356561303564/Rectangle_19_2_1.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/e6b87ab45d.webp","/strashnye-kvesty/","359x359","369x282","738x564","https://static.tildacdn.com/tild3235-3538-4433-b735-396236303862/image-10-2.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/eae9e32b68.webp","/den-rozhdeniya-na-vr-arene/","1200x855","1160x773","2320x1546","https://static.tildacdn.com/tild3032-3630-4539-b636-303163646634/_.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/f4196df202.webp","/strashnye-kvesty/","359x359","369x282","738x564","https://static.tildacdn.com/tild6565-6663-4430-b834-313634336365/image-9-2.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","source-not-larger","/assets/q/f7f6bd85fe.webp","/new-year-2025/","280x281","274x274","548x548","https://static.tildacdn.com/tild6364-3435-4335-a361-333635393663/Rectangle_15-3.png","Verified origin is not larger than the existing local WebP after the 1600px long-side cap."
"q","unknown-origin","/assets/q/map-40letpobedy216.webp","/40letpobedy216/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-guardeskypereulog61.webp","/guardeskypereulog61/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-krasnormerskaya103.webp","/krasnormerskaya103/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-magnitogorskaya1.webp","/magnitogorskaya1/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-mira27.webp","/mira27/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-nagibina14.webp","/nagibina14/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-nansena107.webp","/nansena107/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-socialicheskaya186.webp","/socialicheskaya186/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"q","unknown-origin","/assets/q/map-sokolova23.webp","/sokolova23/","1400x389","1160x322","2320x644","","No URL in _capture/asset-urls.json or _capture/pages JSON matches this capture hash."
"home","source-or-cap-limit","/assets/_static/hero_dungeon_1200.webp","","Tilda original 1479×891","1200 CSS px","","Tilda original 1479×891","Source is smaller than the 2400-px strict 2× requirement; no upscale performed."
"home","source-or-cap-limit","/assets/_static/reviews_desktop.webp","","1514×1600 q82 due 1600-px cap","1160 CSS px","","Live Tilda HiDPI capture 2320×2452","The requested 1600-px storage cap prevents strict 2× at 1160 CSS px. Need a cap exception or max display width ≤757px for strict 2×."
"home","source-or-cap-limit","/assets/_static/map.webp","","1160×428","","","","No static Tilda source was available: live Tilda map remained an uninitialised JS container after a 10-second on-screen wait. Do not upscale the stored map screenshot."
"home","source-or-cap-limit","/assets/_static/card_party_games.webp","","528×528 q82 composite","~360 CSS px","","background 536×528 + overlay 643×644","The original background is below the 720-px strict 2× threshold; no larger Tilda original exists."
"home","source-or-cap-limit","Home card photos/overlays","","photos 359–540px; overlays 643–646px","~360 CSS px","","photos 359–540px; overlays 643–646px","At 360 CSS px strict 2× needs 720px. Source originals are smaller. Reduce card width to ≤269px for 539px photos / ≤321px for 643px overlays, or accept source-limit exceptions."
"home","source-or-cap-limit","/assets/optim.tildacdn.com/tild6537-3037-4763-b532-383030323031/-/format/webp/FOTO_PARTY_MAIN_.png.webp","","1600×883 q82","","","1680×927","At a 1200px-wide desktop background strict 2× would require 2400px; original is source-limited and the storage cap applies."
